,majority,mia,trinary,weighted
0.0,162.96457672012545,162.96457672012545,162.96457672012545,162.96457672012545
0.25,374.44848863277014,323.28179217822776,354.9805853194366,342.9850659638386
0.5,395.8661196930918,393.3179955587141,367.84877594938285,382.40619912705046
0.75,395.8635583982644,397.3135487168563,385.9000854881129,394.17597551634606
