,majority,mia,trinary,weighted
0.0,24.438337780582692,24.438337780582692,24.438337780582692,24.438337780582692
0.25,23.85975333207321,24.299807303407636,20.507873666246844,25.562992495434983
0.5,43.967523433689834,44.168003679808514,36.761051279858364,42.354412579102416
0.75,59.64547150876453,72.03412484395994,62.70352079030333,69.41134193944661
