tree_type,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.99
majority,117.5427463384758,291.5503299300151,327.515534537886,344.3824267466508,371.637366242283,380.5926071887387,380.53207769974813,381.5363371127868,395.5975871187917,396.6269577245166,396.68163913845325
mia,117.5427463384758,249.51245800932057,304.5790839336225,344.4019727655665,357.66524668256784,396.64739507978703,396.82022861804535,400.41175155805524,396.61871998790554,397.44807038509657,396.4054053848972
weighted,117.5427463384758,172.09722348521507,267.554324711627,346.27009553682143,373.6553797744621,378.64610854462023,384.1046176291695,389.13880675748516,394.4868939242886,396.2465603883213,396.66710954853056
trinary,117.5427463384758,151.88915692269188,193.9161679268208,227.1845503254609,272.9386323672383,314.5993876418901,328.92162116795384,366.4604226180545,366.5182226804565,385.620378005216,396.68163913845325
