,majority,mia,trinary,weighted
0.0,94.46284376682948,94.46284376682948,94.46284376682948,94.46284376682948
0.25,108.5140635526766,100.96855377055904,91.36025643456836,98.5247592185222
0.5,106.16320567921929,107.12672466260479,102.4625744188736,105.73115754960986
0.75,111.2875036255357,110.91270737393174,107.71551249090709,108.91377203641078
