,majority,mia,trinary,weighted
0.0,115.21349509092838,115.21349509092838,115.21349509092838,115.21349509092838
0.25,184.33040604741058,161.93567007097306,191.68776705882559,189.00131554423356
0.5,206.55763371531083,206.9204219116453,219.3119260629068,231.6889981383862
0.75,293.6176634858901,300.5242374824864,296.3354956498121,288.538942535322
