,majority,mia,trinary,weighted
0.0,57.33826753083568,57.33826753083568,57.33826753083568,57.33826753083568
0.25,75.88392519276884,70.47386750339436,65.31100234904707,67.30596569225021
0.5,80.68363790987817,84.73787687234613,77.67545372235837,79.64889076644084
0.75,83.0610786586472,84.59644411640313,82.0092748728964,85.06604827116968
