,majority,mia,trinary,weighted
0.0,12.366000121721715,12.366000121721715,12.366000121721715,12.366000121721715
0.25,23.50958706661083,24.223315757546175,19.998845825822436,21.223566357662808
0.5,36.27397092517933,36.27397092517933,30.26610460316254,35.832144145081735
0.75,60.566558611740184,52.51498017047588,43.647555011333665,55.909556598323626
