,majority,mia,trinary,weighted
0.0,0.5971370025508745,0.5971370025508745,0.5971370025508745,0.5971370025508745
0.25,0.648856673256207,0.6536022618063325,0.6451670895155248,0.6442192674953374
0.5,0.700624555505473,0.7029120062150505,0.6938487945002569,0.7068336054270401
0.75,0.7718682134348307,0.752949351791069,0.7540334047598376,0.773514176822092
